Day	Time	Rs	Rn	PAR	Tair	RH	u	SatVapPr	VapPress	Battery	!water
84	1350	148,42	78,315	263,29	19,78	72,841	0,49444	2,3056	1,6793	12,546	0,5845
66	1600	300,23	195,52	629,43	20,991	75	1,3635	2,4847	1,8633	12,605	0,5665
97	250	-0,0859	-28,281	-0,48706	14,103	88,219	0,26466	1,6084	1,4182	12,518	0,083
36	1200	802,09	513,38	1711,5	23,959	50,851	0,8743	2,9769	1,5129	12,689	1,2995
60	2350	-0,01341	-7,4096	0,27378	18,928	95,923	0,15348	2,1864	2,0972	12,627	0,1225
56	1900	255,23	102,36	519,43	24,377	60,081	0,82983	3,0521	1,8336	12,642	0,2795
96	100	-0,09129	-29,125	-0,02436	12,568	95,416	0,35639	1,4549	1,3882	12,519	0,0585
52	1450	231,19	150,18	494,38	23,183	91,611	0,85855	2,8399	2,6015	12,65	0,2745
101	1400	683,75	437,97	1464,4	23,362	49,438	0,58894	2,8706	1,419	12,513	0,902
60	1250	491,6	330,45	1040,7	23,542	71,299	1,2078	2,9021	2,0686	12,617	0,901
111	1250	378,39	228,55	828,52	21,957	73,45	0,36565	2,6372	1,935	12,481	0,803
105	1000	271,09	140,74	617,32	15,981	88,448	0,13959	1,8155	1,6049	12,479	0,4045
101	750	-0,04295	-10,756	0,06696	14,205	95,243	0,02099	1,6189	1,5419	12,504	0,046
101	1600	529,39	318,54	1126	23,386	50,369	0,83168	2,875	1,4481	12,512	0,6765
96	300	-0,15305	-12,704	-0,01827	11,025	99,526	0,27856	1,3144	1,3085	12,512	0,0745
103	2000	0,22003	-12,901	-0,19473	16,434	98,707	0,4722	1,8683	1,8441	12,509	0,071
75	2250	-0,46688	-46,568	-0,27384	18,205	74,565	0,85299	2,0898	1,5582	12,574	0,1135
66	850	49,865	22,66	109,74	18,898	79,856	1,029	2,1823	1,7424	12,6	0,492
120	0	0,00268	-6,8956	-0,12783	17,171	99,518	0,80759	1,9577	1,9483	12,464	0,1
50	150	0,00805	-3,1977	-0,63267	19,728	98,951	0,11735	2,298	2,2739	12,653	0,058
80	1650	478,05	307,41	999,22	20,854	75,371	0,86967	2,4639	1,8572	12,572	0,383
114	1050	367,08	191,03	789,57	16,678	81,052	0,15719	1,8981	1,537	12,466	0,572
79	0	-0,00537	-18,601	-0,04261	15,423	99,62	0,02099	1,7512	1,7446	12,576	0,113
98	800	4,9879	-11,786	15,198	11,68	98,022	0,06547	1,3723	1,3451	12,499	0,11
79	1900	67,811	1,9199	161,46	19,019	71,396	0,57597	2,2001	1,5692	12,566	0,1585
46	500	-0,40772	-2,388	-1,0707	19,985	99,998	0,03397	2,3349	2,3349	12,666	0,041
115	2050	-0,08052	-13,805	0,06087	14,877	85,941	0,07844	1,6908	1,4526	12,465	0,0885
59	550	-0,0456	-2,5189	1,1619	19,475	101,86	0,27393	2,2622	2,3044	12,627	0,1055
114	350	-0,04835	-23,942	0,21925	8,6988	98,862	0,08678	1,1241	1,1113	12,467	0,073
55	550	-1,9236	-4,1354	-0,14603	18,29	99,59	0,16738	2,1007	2,0921	12,64	0,0605
70	750	1,2295	-22,471	8,2921	12,533	102,37	0,07103	1,4515	1,4859	12,583	0,0625
101	650	-0,01342	-8,4755	0,03652	14,503	96,311	-0,04942	1,6505	1,5896	12,504	0,0675
36	1250	823,48	518,52	1762,6	25,033	48,955	0,76312	3,1744	1,5531	12,695	1,349
49	400	0,47208	-19,206	-0,01825	18,573	102,03	0,0738	2,1385	2,1819	12,652	0,06
88	2150	-0,13684	-23,383	-0,27992	16,482	89,614	0,1507	1,8739	1,6792	12,541	0,0765
73	2050	-0,28692	-8,6106	-0,44396	19,148	101,59	0,24706	2,2166	2,2518	12,586	0,0965
116	850	16,812	8,175	33,896	11,597	100,42	0,02007	1,3648	1,3705	12,459	0,122
61	200	-1,4864	-13,505	-1,4603	17,256	98,627	0,01266	1,9682	1,9412	12,62	0,0955
91	150	-0,08318	-12,449	-2,1177	17,768	72,681	1,4867	2,0335	1,4754	12,528	0,1525
44	1900	91,577	58,707	201,53	20,907	98,306	0,52686	2,4717	2,4299	12,67	0,08
34	1350	679,47	421,5	1439,6	25,24	49,54	0,47591	3,213	1,5915	12,708	1,35
100	200	-0,04295	-9,4039	-0,00609	13,31	98,937	0,02192	1,5273	1,5111	12,511	0,0825
33	600	-0,00806	-34,184	-0,00609	11,507	89,686	0,12291	1,3571	1,2166	12,683	0,1045
74	150	0,25222	-7,9579	-0,08519	17,093	101,41	0,34712	1,9481	1,9755	12,574	0,0705
81	1800	299,88	131,91	621,65	21,747	63,014	0,62044	2,6025	1,6398	12,564	0,288
47	1100	448,18	286,48	992,07	26,215	71,311	0,23965	3,4048	2,4267	12,662	0,7975
86	950	157,17	82,343	379,13	16,304	98,338	-0,07999	1,8531	1,8219	12,537	0,287
51	400	-0,15288	-0,60322	-1,7336	20,631	101,91	0,7835	2,43	2,4764	12,652	0,0545
105	2000	-0,04562	-12,099	-0,93715	15,653	89,868	-0,03552	1,7772	1,597	12,489	0,107
94	100	-1,7206	-36,851	-0,62092	12,128	92,023	0,35454	1,4136	1,3004	12,524	0,113
118	350	-0,05905	-9,4517	1,0044	13,631	90,611	0,12569	1,5605	1,4127	12,458	0,096
83	1250	190,49	116,41	395,71	17,603	101,29	0,17201	2,0121	2,0381	12,548	0,174
52	600	-0,16625	-1,5639	0,13379	21,61	99,738	0,17109	2,5807	2,5739	12,651	0,0615
104	500	-0,42141	-15,216	0,79136	16,247	95,631	0,55651	1,846	1,7653	12,497	0,0705
45	250	-0,41838	-1,6951	-0,3102	20,713	102,01	0,15349	2,4424	2,4914	12,672	0,079
71	1750	450,18	248,45	933,6	23,233	57,526	0,77702	2,8488	1,6383	12,584	0,554
97	2350	-0,22547	-17,113	0,00609	14,777	78,467	0,23131	1,6799	1,3182	12,517	0,091
115	1100	134,6	91,315	284,35	15,553	98,734	0,06176	1,7659	1,7434	12,465	0,1665
104	1550	310,52	196,27	663,43	21,304	64,423	0,73162	2,5349	1,6305	12,5	0,745
53	450	-0,07242	-3,5954	-0,41975	20,217	99,224	-0,04015	2,3687	2,3503	12,646	0,061
96	1500	647,79	420,9	1363,5	22,201	56,683	0,98085	2,6763	1,5168	12,513	0,765
84	450	-0,05641	-20,784	0	9,1844	99,305	0,08585	1,1617	1,1536	12,546	0,069
64	300	-0,01342	-17,661	0	11,323	99,355	0,09326	1,3402	1,3316	12,604	0,0565
54	750	3,9238	0,94332	8,0595	21,114	102,07	0,26466	2,5033	2,5551	12,639	0,0635
90	1300	506,63	327,02	1092,4	21,224	60,11	1,3274	2,5212	1,5147	12,527	0,5565
100	1100	144,34	86,872	291,82	17,146	83,266	0,14793	1,955	1,6271	12,503	0,3895
116	950	70,669	41,505	155,51	13,007	98,48	-0,01143	1,4976	1,4746	12,459	0,1885
72	1000	424,22	250,19	929,85	19,84	74,736	0,18313	2,316	1,7289	12,574	0,6125
63	600	-0,0349	-24,072	-0,56007	11,988	102,37	0,06639	1,4005	1,4337	12,603	0,0805
73	900	135,13	71,618	272,48	18,779	101,69	0,46108	2,1664	2,203	12,575	0,213
65	1550	410,49	253,61	854,98	21,879	63,005	1,0948	2,6234	1,6529	12,605	0,679
73	300	-0,44825	-17,096	-2,0758	15,731	99,361	0,08956	1,7862	1,7749	12,582	0,1115
120	700	0,00537	-15,665	0,26783	17,591	92,965	0,83817	2,0103	1,8689	12,457	0,1005
104	2050	-0,21204	-55,489	-0,16435	12,673	85,394	0,29524	1,4651	1,2508	12,497	0,091
55	1200	495,52	327,7	1036,8	23,629	73,768	0,70012	2,9191	2,1513	12,637	0,741
42	1300	196,37	136,35	436,1	22,737	101,32	0,48239	2,764	2,8005	12,671	0,059
98	2350	-0,29539	-15,541	0	9,8219	98,306	0,10067	1,2125	1,192	12,512	0,0615
37	750	24,15	7,8083	53,807	15,745	94,271	0,52687	1,7885	1,6848	12,676	0,2265
54	800	16,374	9,9203	32,548	21,37	102,09	0,54076	2,5431	2,5963	12,639	0,119
56	150	-0,00537	-15,815	-0,15219	15,367	99,275	0,12013	1,7449	1,7323	12,628	0,088
60	800	35,091	5,4508	85,875	17,232	102,2	-0,03923	1,9652	2,0085	12,627	0,1785
47	1700	368,08	242,86	843,34	27,024	69,617	0,81315	3,5703	2,4852	12,66	0,719
54	0	-1,0192	-5,4271	-0,66305	20,641	96,704	0,42032	2,4316	2,3514	12,645	0,066
108	1400	246,41	156,36	508,59	17,251	96,54	1,1328	1,9683	1,8999	12,482	0,229
103	1300	299,26	191,16	654,48	20,987	74,11	1,5998	2,4845	1,8407	12,507	0,401
91	2250	-1,3711	-2,2372	-0,01217	17,86	99,826	1,1513	2,0448	2,0412	12,535	0,07
58	650	-1,3763	-2,6131	-0,52935	18,786	98,756	0,02655	2,1671	2,1401	12,626	0,0735
74	2000	5,4808	-59,411	15,939	16,719	77,706	0,28134	1,9031	1,4777	12,585	0,1515
116	450	-0,02954	-21,605	1,3825	10,015	99,411	0,00617	1,2284	1,2212	12,466	0,073
115	250	-0,01612	-12,771	0,35339	8,9493	100,41	0,16738	1,1433	1,148	12,461	0,0665
86	500	-0,74399	-6,9904	-0,85888	12,323	100,76	0,03489	1,4317	1,4426	12,539	0,0605
107	1800	25,308	10,216	50,256	16,648	85,604	0,02933	1,8937	1,6211	12,488	0,092
85	1150	330,23	194,14	729,26	21,115	70,642	0,38511	2,5101	1,7637	12,539	0,8025
89	650	-0,02416	-10,482	-0,77921	13,065	99,741	0,05713	1,5031	1,4992	12,537	0,0955
41	1700	131,91	81,033	303,22	21,804	80,516	1,2292	2,6114	2,1025	12,683	0,374
32	1550	895,45	578,03	1868,7	27,311	44,021	0,85948	3,6307	1,5979	12,721	1,2015
63	2100	-1,0353	-56,49	-0,0365	16,724	80,553	0,21463	1,9032	1,5326	12,62	0,1325
62	700	-0,59588	-23,524	0,28611	14,116	100,07	0,07566	1,6096	1,6107	12,61	0,061
80	1500	653,95	435,86	1371,1	21,4	74,643	1,2023	2,5488	1,9013	12,571	0,59
68	1850	24,125	11,18	54,21	21,486	93,253	0,17016	2,562	2,3858	12,603	0,1535
53	850	56,651	34,214	119,37	21,236	96,693	0,20815	2,5223	2,4387	12,646	0,169
89	800	6,8618	-10,324	20,859	13,17	98,863	0,10623	1,5137	1,4966	12,537	0,0625
70	2100	-0,44269	-18,13	-1,3447	14,832	95,339	0,00988	1,6859	1,6073	12,587	0,098
67	350	0,0939	-16,077	0,1582	19,193	83,229	0,46849	2,2228	1,85	12,6	0,136
96	1050	346,98	209,41	758,27	19,552	79,939	0,5315	2,2747	1,8157	12,508	0,463
110	1450	425,76	280,86	886,98	20,873	87,535	0,74274	2,4679	2,1581	12,487	0,592
32	1800	500,66	273,88	1043,4	25,319	47,222	0,85207	3,2283	1,5241	12,721	0,6475
32	600	-1,3689	-21,022	-0,26176	15,808	93,933	0,22761	1,7951	1,6861	12,687	0,1045
98	1900	21,899	-39,277	59,375	16,723	77,628	0,50648	1,9031	1,4769	12,514	0,135
58	1600	551,27	366,57	1157,9	24,88	73,383	1,3783	3,1469	2,3064	12,63	0,7695
75	550	0	-24,761	0	11,724	99,792	0,06269	1,3763	1,3734	12,571	0,066
83	1100	272,62	168,91	581,53	17,758	101,2	0,23038	2,0317	2,0561	12,548	0,276
41	400	0,00805	-3,3857	-1,2349	19,664	98,361	0,1331	2,2889	2,2514	12,672	0,049
101	2050	-0,26564	-28,689	-1,1684	12,731	92,592	0,11272	1,4707	1,3617	12,509	0,051
44	400	-0,08582	-3,5683	-3,0594	20,309	99,082	0,1822	2,3823	2,3604	12,671	0,08
60	1750	332,34	209,75	721,4	23,724	69,637	1,1504	2,9359	2,0416	12,623	0,492
72	1100	580,94	348,06	1257,1	22,773	67,27	0,57319	2,7703	1,8633	12,572	0,861
105	300	-0,40833	-17,452	0	9,4255	100,33	0,10901	1,1807	1,1845	12,487	0,0615
96	50	-0,08592	-30,085	-0,00609	12,793	94,78	0,36936	1,4766	1,3995	12,518	0,0655
87	850	48,553	8,6224	127,95	15,894	100,04	0,10067	1,8049	1,8056	12,543	0,273
42	2250	-0,41026	-0,58019	-1,4291	21,603	101,75	0,75108	2,5795	2,6247	12,677	0,026
60	1300	385,15	248,3	790,65	22,784	74,458	1,1198	2,772	2,0635	12,623	0,841
78	250	-0,00537	-6,7576	0,00609	17,34	96,072	0,99011	1,9787	1,9009	12,568	0,0865
45	400	-0,38352	-2,8337	-1,4416	20,617	102,03	0,04045	2,4279	2,4772	12,671	0,0795
107	1850	12,797	0,42269	25,71	16,367	87,82	-0,01792	1,8602	1,6334	12,482	0,0945
116	1150	405,65	236,17	885,58	17,934	67,049	0,81408	2,0559	1,3741	12,458	0,7015
106	2250	-0,1557	-28,228	0,17656	10,82	94,682	0,13588	1,2964	1,2273	12,485	0,0565
82	1850	148,99	36,724	314,16	20,272	67,219	0,44811	2,3772	1,5968	12,566	0,18
79	750	0,52341	-7,5378	3,1837	14,838	102,46	0,06917	1,6865	1,7279	12,563	0,1275
97	1100	484,57	293,57	1054,7	20,805	65,008	1,1411	2,4571	1,5973	12,514	0,8725
108	1450	240,47	156,32	491,1	17,091	97,708	1,0049	1,948	1,9033	12,488	0,2875
41	2100	-0,05364	-3,3567	-1,0705	19,578	96,5	0,9512	2,2767	2,1969	12,672	0,026
60	700	0,32193	-20,814	0,13386	17,868	101,9	0,04786	2,0458	2,0847	12,62	0,105
100	700	-0,01611	-4,9438	-0,00609	13,399	99,162	0,07195	1,5363	1,5234	12,505	0,055
37	1700	584,33	371,58	1250,1	22,107	62,15	0,91415	2,6628	1,6506	12,697	1,0515
35	1850	396,63	181,18	819,06	25,478	44,56	0,77887	3,2591	1,4518	12,714	0,569
101	800	3,9055	-16,511	11,919	14,004	93,951	0,14978	1,5979	1,5012	12,504	0,117
76	2050	-0,00537	-18,763	-0,02434	15,424	101,58	0,14422	1,7513	1,7789	12,574	0,1175
92	1600	10,279	11,289	41,264	19,963	102,46	0,79555	2,3318	2,3891	12,541	0,079
92	850	0,45073	0,62411	4,168	19,474	100,75	1,1912	2,262	2,2791	12,528	0,0735
88	750	0,6952	-9,6887	0,94355	16,306	100,12	0,39623	1,853	1,8551	12,537	0,099
76	1750	177,65	111,65	364,12	20,401	68,977	1,243	2,3974	1,6519	12,572	0,468
107	200	-0,06716	-3,3162	0	10,007	100,8	0,09604	1,2277	1,2376	12,48	0,0615
45	100	-0,18773	-1,3028	0,12164	20,701	101,7	0,1016	2,4406	2,4822	12,664	0,0555
53	100	-0,04023	-4,5903	-2,1895	20,682	98,252	0,15904	2,4378	2,3952	12,652	0,0845
108	150	-0,03489	-10,486	1,7166	14,701	92,32	0,37862	1,6718	1,5423	12,485	0,064
66	100	-0,88817	-8,5883	-0,73634	16,968	89,03	0,06547	1,9328	1,7206	12,601	0,1235
70	850	42,351	27,958	96,153	14,133	102,51	0,03397	1,6116	1,6521	12,59	0,068
46	1750	543,39	333,21	1178,3	28,392	60,631	0,6927	3,8678	2,3438	12,674	0,683
111	1800	71,766	1,0398	178,17	19,369	85,854	0,38511	2,2474	1,9293	12,48	0,155
38	100	-0,09127	-62,368	0,08523	12,134	83,986	0,27949	1,414	1,1875	12,676	0,096
111	50	-0,0349	-2,2589	-1,376	13,771	100,44	0,04694	1,5741	1,5812	12,485	0,081
46	950	256,05	173,12	574,38	22,153	92,181	0,12569	2,6702	2,4568	12,659	0,817
45	1100	311,28	208,32	692,72	23,533	100,13	0,30358	2,9004	2,9042	12,669	0,9575
97	150	-0,12619	-7,2491	-0,04262	14,6	85,053	0,21463	1,6609	1,4126	12,511	0,081
103	1050	254,13	131,72	562,35	18,578	98,016	1,2477	2,1394	2,097	12,508	0,3865
56	2100	-0,17696	-24,862	-0,12162	19,671	73,037	0,26096	2,29	1,6724	12,638	0,1625
59	150	-0,01878	-4,2411	0,63266	19,736	101,15	0,53891	2,2992	2,3258	12,626	0,0655
51	1500	762,04	524,14	1643,8	28,475	79,25	0,74644	3,8858	3,0791	12,655	0,9745
75	500	0	-23,367	0	11,713	98,395	0,1016	1,3754	1,3533	12,571	0,07
64	1750	448,96	277,04	936,43	23,033	66,012	1,2004	2,8148	1,8576	12,611	0,4955
109	400	-0,37578	-11,749	0,1948	14,916	101,67	0,12662	1,695	1,7233	12,484	0,0715
33	2300	-0,00537	-64,4	-0,06694	14,49	84,214	0,40642	1,6491	1,3887	12,699	0,147
92	400	-2,7879	-1,9314	0,13996	19,103	100,22	1,5127	2,2104	2,2152	12,535	0,066
86	750	0,37591	-6,7551	3,7816	12,299	100,43	0,02655	1,4295	1,4356	12,538	0,0775
57	700	0,21467	-24,588	-0,79712	17,447	96,493	0,25262	1,9921	1,9222	12,627	0,122
101	900	112,82	26,079	259,69	13,425	92,991	0,09882	1,5393	1,4309	12,505	0,515
46	350	0,1824	-8,4512	-0,85775	19,918	99,232	0,06917	2,3253	2,3075	12,672	0,0575
112	700	-0,00269	-21,492	2,0283	10,467	100,29	0,09141	1,2661	1,2698	12,473	0,0715
63	2050	0,94114	-57,112	1,0034	17,99	73,163	0,46664	2,0621	1,5075	12,619	0,1645
73	450	-0,03221	-0,65668	0,12175	15,79	100,36	-0,00032	1,7929	1,7994	12,582	0,0945
45	1000	169,51	109,95	350,43	22,282	101,2	0,42495	2,689	2,7211	12,664	0,4425
63	1700	576,59	362,15	1212,2	23,718	59,372	1,4534	2,9329	1,7412	12,61	0,7105
115	800	2,5617	-1,6033	3,0327	12,682	101,19	0,02655	1,4658	1,4833	12,459	0,0925
37	1650	280,9	169,2	590,25	20,116	71,468	0,93638	2,3545	1,6818	12,695	1,1285
118	800	0,34905	-2,8706	2,8924	11,838	99,023	0,02007	1,3867	1,3732	12,459	0,0765
81	1100	574,38	346,54	1257,1	22,478	69,856	0,85021	2,7212	1,9006	12,558	0,766
105	2250	-0,12884	-29,303	0,26176	13,508	94,969	0,02285	1,5477	1,4699	12,491	0,081
93	200	-2,7206	-4,5928	0,07302	18,573	102,41	0,18221	2,1383	2,1898	12,534	0,082
61	2250	-0,37823	-25,087	-0,31635	16,741	95,264	0,0071	1,9051	1,8146	12,62	0,121
95	1900	33,301	-0,42353	69,655	17,112	76,12	0,4546	1,9504	1,4848	12,521	0,1505
65	1150	446,19	282,05	956,93	22,044	66,83	1,1421	2,6501	1,7708	12,605	0,7145
49	150	-0,01341	-1,665	-0,00608	19,935	102,07	0,00246	2,3277	2,3758	12,653	0,039
70	1100	266,96	171,17	544,54	17,285	101,48	0,65657	1,972	2,0013	12,587	0,293
94	1200	433,21	270,35	909,11	18,893	71,806	0,96973	2,1882	1,557	12,521	0,7065
43	0	-0,18502	-0,66585	-1,2953	21,613	101,77	0,67881	2,5811	2,6267	12,671	0,026
104	1500	533,53	347,83	1138,5	21,58	62,944	0,92248	2,5764	1,6213	12,5	0,6695
52	1300	233,12	151,17	484,61	23,413	92,132	0,61117	2,8796	2,6526	12,65	0,275
109	2150	-0,14759	-4,7123	0,72421	17,445	100,43	0,61581	1,9918	2,0004	12,489	0,075
56	1000	462,22	276,07	1018,2	22,372	76,252	0,54447	2,7039	2,061	12,623	0,693
118	2000	-0,00268	-17,602	0,14001	14,446	95,121	0,05898	1,6445	1,564	12,464	0,1235
67	2300	0,45602	-12,417	-0,54753	19,371	101,34	0,18128	2,2476	2,2777	12,607	0,081
50	250	-0,36748	-2,9149	-2,1048	19,624	99,033	0,03952	2,2832	2,2611	12,653	0,052
58	1400	563,84	384,39	1211,3	24,799	74,055	1,4256	3,1312	2,3162	12,629	1,021
118	400	-0,04563	-16,21	0,77313	14,454	86,204	0,27856	1,6453	1,4179	12,465	0,1275
92	750	-1,6555	-1,7166	0,55985	19,453	99,561	1,7146	2,2591	2,2492	12,535	0,0735
59	1550	335,51	219,01	697,34	23,56	82,645	1,3598	2,9056	2,4007	12,629	0,5355
43	1100	560,35	371,25	1208,1	22,737	97,98	0,58431	2,7685	2,7103	12,676	0,398
46	2150	-0,15818	-19,197	-1,058	20,746	96,592	0,04138	2,4476	2,3641	12,67	0,126
108	750	-0,1047	-7,1616	-0,1035	13,571	101,89	0,05991	1,5536	1,5829	12,485	0,0825
83	100	0,00806	-16,986	-0,00609	10,356	98,509	0,10345	1,2567	1,2379	12,551	0,07
108	1000	122,08	73,111	260,25	15,557	100,58	0,07936	1,7664	1,7767	12,485	0,2615
61	400	-1,1377	-12,862	-1,4544	16,716	99,614	0,03675	1,902	1,8947	12,62	0,106
90	1950	11,051	-46,2	26,201	17,43	68,06	0,689	1,9904	1,3539	12,541	0,1835
112	1300	339,63	217,23	703,33	21,089	74,884	0,44626	2,5005	1,871	12,474	0,758
33	900	351,09	177,94	768,03	18,333	68,367	0,79184	2,1076	1,4398	12,686	0,884
114	300	-0,0188	-24,001	1,0536	9,1333	99,056	0,13495	1,1577	1,1467	12,466	0,076
36	1150	694,79	432,48	1466,1	23,534	52,038	0,78628	2,9036	1,5082	12,677	1,166
113	2200	-0,13958	-11,581	0,57221	13,937	99,082	0,06361	1,591	1,5764	12,471	0,0805
34	500	-0,02685	-27,179	-0,02435	12,613	92,264	0,20074	1,4593	1,3464	12,683	0,052
106	300	-0,93748	-20,043	-0,17666	8,4515	98,643	0,13496	1,1055	1,0905	12,487	0,0625
76	1450	460,84	305,64	973,87	19,592	93,15	0,92156	2,28	2,1218	12,574	0,6185
99	1650	357,55	219,77	756,86	20,354	61,112	1,0494	2,3899	1,4594	12,513	0,405
102	2000	-0,38363	-0,56994	0,13386	20,183	102,61	1,5071	2,3638	2,4254	12,508	0,0685
84	1250	362,06	226,62	731,39	20,98	70,898	0,62692	2,4844	1,7591	12,546	0,462
89	500	-0,06442	-9,1599	-1,3879	14,206	99,337	0,03026	1,619	1,6083	12,538	0,058
58	1900	120,52	62,262	263,19	22,673	81,392	1,1485	2,7545	2,2401	12,631	0,224
53	350	-0,06438	-13,227	-1,2349	20,25	98,433	0,01173	2,3737	2,3366	12,652	0,058
63	1250	701,87	459,41	1499,5	22,924	86,364	1,2616	2,7972	2,4123	12,61	0,9425
92	50	-0,34078	-1,9206	0,00609	18,372	99,336	1,2894	2,1115	2,0975	12,529	0,069
85	1350	971,81	626,26	1994,4	24,643	55,816	0,76312	3,1024	1,7293	12,539	0,8685
111	1050	360,36	206,48	802,33	19,635	83,844	0,19981	2,2858	1,9155	12,476	0,454
60	550	-0,3219	-28,555	-0,54752	18,198	101,51	0,35176	2,0887	2,1202	12,62	0,1055
104	1000	108,76	62,868	250,73	18,024	87,896	0,65472	2,0662	1,8162	12,495	0,267
112	1500	287,32	179,04	594,12	22,502	67,239	0,35083	2,7251	1,8318	12,479	0,59
66	1900	72,909	37,869	154,21	19,5	76,466	1,0086	2,2658	1,7326	12,605	0,2705
56	200	0,00268	-15,785	-0,06696	15,266	99,298	0,1192	1,7337	1,7215	12,635	0,0765
98	1150	480,71	298,91	1000,1	20,771	69,247	0,92619	2,4522	1,6949	12,508	0,7465
107	550	-0,03491	-7,4691	0,07918	11,703	98,517	0,24521	1,3744	1,354	12,479	0,062
64	550	-0,14232	-15,428	0	10,628	100,34	0,18221	1,2798	1,2842	12,598	0,088
71	1850	327,82	144,14	636,5	21,907	62,258	0,74181	2,6281	1,6358	12,583	0,2585
66	1650	223,14	143,1	474,2	20,835	73,145	1,3107	2,461	1,8	12,605	0,6355
67	2000	8,0977	-5,3488	19,605	19,318	97,801	0,34064	2,2403	2,191	12,604	0,14
63	1000	429,56	267,24	950,18	19,928	100,95	0,41568	2,3277	2,3494	12,607	0,5695
84	1550	236,98	139,04	518,64	19,733	68,327	0,24428	2,299	1,5708	12,547	0,6725
52	1150	89,883	53,679	180,32	22,67	96,448	0,25262	2,7529	2,6551	12,652	0,222
89	700	-0,10201	-4,7256	0,40791	13,5	100,41	0,1016	1,5464	1,5527	12,537	0,062
42	2350	-0,18771	-0,56412	-1,3622	21,65	101,78	0,82613	2,5869	2,633	12,677	0,026
93	550	-3,2467	-1,6714	0,07302	18,685	102,59	0,1294	2,1534	2,2092	12,534	0,083
102	1450	89,941	65,246	222,32	18,653	102,51	0,93916	2,1491	2,2031	12,502	0,063
69	1350	204,19	134,35	424,35	18,321	98,964	1,3561	2,1049	2,083	12,6	0,079
62	800	25,682	-3,3052	77,285	14,348	100,5	0,08585	1,634	1,6423	12,609	0,1275
104	1050	124,66	71,655	308,38	17,267	84,506	0,92248	1,9697	1,6645	12,495	0,316
109	200	-0,91798	-10,364	0,63309	15,605	101,47	-0,01607	1,7718	1,7978	12,49	0,0625
111	250	-0,02685	-20,872	-1,4308	14,501	100,12	-0,00865	1,6503	1,6523	12,478	0,0835
48	1750	169,64	111,93	371,62	22,27	100,99	0,40642	2,6869	2,7137	12,657	0,09
98	400	-0,39487	-17,641	0,00609	8,0234	98,251	0,1192	1,0738	1,055	12,506	0,0595
80	1100	575,07	350,5	1246,5	21,331	70,042	1,1726	2,5374	1,7764	12,564	0,7725
76	1800	268,37	134,48	561,84	20,141	69,418	1,0874	2,358	1,6364	12,566	0,245
114	200	-0,03222	-20,296	1,0658	10,149	98,743	0,12754	1,2394	1,2239	12,466	0,0735
69	1450	200,04	130,6	424,79	18,49	95,763	1,3728	2,1273	2,0372	12,594	0,0625
72	2300	-0,30322	-23,203	-1,0893	16,327	95,909	0,21093	1,8555	1,7795	12,581	0,0695
56	1800	141,5	78,311	298,96	24,405	63,175	0,67789	3,0568	1,9309	12,642	0,618
109	2000	-1,5455	-4,4183	0,15213	17,617	100,76	0,84373	2,0137	2,0289	12,489	0,079
96	850	22,715	-5,0258	73,408	13,407	96,671	0,29709	1,5372	1,4859	12,512	0,2265
53	400	-0,17972	-4,1842	-0,87599	19,978	99,057	-0,04571	2,3341	2,3121	12,646	0,0635
48	2000	78,597	32,626	131,02	21,616	101,56	0,18869	2,5817	2,622	12,657	0,085
48	1700	243,79	160,37	531,79	22,373	101,34	0,33971	2,7036	2,7398	12,663	0,1175
95	1750	243,48	145,88	489,83	19,059	67,366	0,80945	2,2047	1,4847	12,52	0,3455
53	1850	177,02	118,2	381,41	23,473	80,492	0,66677	2,8899	2,3261	12,65	0,2485
106	1600	545,01	332,08	1126,3	21,457	59,035	0,49259	2,5572	1,5092	12,494	0,6335
59	1900	64,733	40,203	140,05	20,94	100,73	0,85947	2,4767	2,4948	12,624	0,096
44	1000	128,38	83,74	246,16	21,679	97,317	0,49351	2,5917	2,5221	12,665	0,2345
63	500	-0,03221	-24,239	-0,56613	13,045	102,38	-0,02255	1,5012	1,537	12,609	0,085
51	1200	309,71	213,94	650,29	24,418	98,291	0,22482	3,0589	3,0066	12,65	0,3105
73	150	-0,01879	-8,7116	-1,8019	15,717	99,009	0,147	1,7846	1,767	12,582	0,067
45	350	-0,46934	-5,5996	0,17639	20,682	102,02	-0,00865	2,4377	2,4869	12,665	0,0765
81	1000	386,14	217,45	848,57	19,894	81,467	0,23502	2,3229	1,8909	12,553	0,6715
41	600	0,01073	-6,501	-2,0075	19,651	98,4	0,30728	2,287	2,2504	12,679	0,048
90	750	-0,57236	-25,854	0,07922	6,6806	98,791	0,09512	0,97953	0,96767	12,521	0,116
59	1750	176,42	116,6	375,3	21,708	99,789	1,1087	2,5962	2,5908	12,631	0,1325
57	350	-1,0974	-14,36	0,30426	18,597	88,879	0,49166	2,1416	1,9033	12,627	0,112
45	1250	904,53	604,34	1948	26,806	93,479	0,64082	3,525	3,2941	12,675	1,1975
65	2050	-0,03219	-25,186	0,20075	18,257	77,11	0,3777	2,0965	1,6165	12,606	0,1395
46	1950	133,91	22,627	288,95	24,23	80,007	0,82333	3,0256	2,4186	12,675	0,1995
77	1950	5,296	2,2818	18,01	17,847	99,84	1,1069	2,043	2,0398	12,574	0,1015
